intern_id,sprints_done,sprints_total,tasks_completed,tasks_assigned,meetings_attended,meetings_total,code_review_score,deadline_met_percentage,attendance_percentage,punctuality
RX2448,7,7,10,11,15,17,94.67,97.43,91.49,1
RX2449,3,6,7,8,9,15,76.38,67.52,70.55,0
RX2450,4,4,12,14,16,16,88.79,99.59,93.54,1
RX2451,2,7,1,8,6,18,22.47,46.45,58.31,0
RX2452,6,7,13,13,17,20,97.54,77.69,85.57,1
RX2453,5,6,8,10,12,15,95.11,79.11,98.71,1
RX2454,1,7,1,9,3,15,36.82,43.06,55.16,0
RX2455,4,6,9,11,12,18,79.71,70.48,61.11,0
RX2456,3,4,11,11,15,18,95.72,82.07,87.76,1
RX2457,4,5,6,8,18,23,51.56,52.48,77.54,0
RX2458,2,7,1,8,8,19,26.28,40.41,47.29,0
RX2459,6,6,10,12,20,20,94.82,82.98,86.57,1
RX2460,7,7,6,8,16,16,99.89,86.06,87.81,1
RX2461,5,5,7,8,19,21,81.97,89.02,86.8,1
RX2462,3,6,9,11,12,21,74.85,56.93,77.1,1
RX2463,5,5,8,8,17,19,88.17,82.54,86.2,1
RX2464,4,4,12,12,22,22,99.0,96.5,87.33,1
RX2465,1,4,5,13,6,20,26.57,21.83,50.91,0
RX2466,1,6,2,13,4,21,27.92,22.63,49.51,0
RX2467,2,4,10,11,16,17,67.31,55.56,61.0,0
RX2468,4,4,12,14,20,22,81.64,91.72,85.21,1
RX2469,1,4,2,9,3,18,30.58,27.28,41.7,0
RX2470,4,5,5,9,15,20,58.62,59.08,81.48,0
RX2471,4,7,6,11,14,19,59.68,69.94,68.47,1
RX2472,3,4,8,8,20,20,83.44,77.61,95.18,1
RX2473,7,7,8,10,20,20,88.17,99.99,89.47,1
RX2474,2,6,2,10,8,20,34.05,44.3,55.35,0
RX2475,1,7,5,12,6,23,27.99,28.03,57.78,0
RX2476,5,6,8,9,15,17,92.92,98.68,86.51,1
RX2477,3,4,10,12,15,18,82.1,83.07,87.53,1
RX2478,3,6,9,14,19,23,69.43,67.75,75.9,1
RX2479,5,6,10,11,21,24,93.25,91.22,85.88,1
RX2480,5,5,9,10,21,24,80.21,80.12,96.64,1
RX2481,1,4,3,14,2,20,47.65,36.1,53.92,0
RX2482,3,6,11,14,11,18,67.07,59.36,76.35,0
RX2483,6,7,10,10,17,18,92.36,87.24,99.51,1
RX2484,7,7,6,8,13,15,80.57,79.27,88.16,1
RX2485,4,4,11,13,22,22,93.73,80.51,90.91,1
RX2486,4,4,9,11,20,23,98.81,93.76,85.02,1
RX2487,4,4,14,14,20,23,89.29,96.07,89.05,1
RX2488,1,4,2,13,4,23,24.29,29.87,48.84,0
RX2489,6,7,8,9,20,20,92.0,94.92,96.27,1
RX2490,6,7,14,14,18,19,86.58,92.35,97.9,1
RX2491,6,7,12,12,17,19,99.39,82.13,87.05,1
RX2492,5,5,8,10,17,20,88.67,97.63,93.64,1
RX2493,5,6,10,13,12,15,61.91,74.77,82.05,0
RX2494,1,5,1,9,5,16,29.17,43.22,49.07,0
RX2495,4,4,7,9,17,18,84.07,88.15,85.98,1
RX2496,5,7,8,11,14,18,62.16,65.69,79.25,0
RX2497,3,5,4,8,14,18,65.0,70.01,72.21,1
RX2498,1,5,5,13,8,20,26.98,30.29,41.42,0
RX2499,1,5,3,11,1,18,29.4,47.07,44.58,0
RX2500,3,4,7,10,10,15,56.63,61.39,68.28,1
RX2501,1,5,3,11,8,22,41.93,43.4,59.26,0
RX2502,4,7,8,9,13,15,63.9,60.94,81.39,0
RX2503,5,6,5,8,15,17,64.71,59.05,84.85,1
RX2504,3,5,10,14,15,22,53.5,59.34,63.47,0
RX2505,1,4,4,11,2,22,35.21,24.5,46.59,0
RX2506,2,4,10,13,11,19,70.77,61.48,63.38,0
RX2507,2,4,5,9,15,21,74.87,69.03,64.66,1
RX2508,2,7,4,10,4,19,49.84,28.97,54.72,0
RX2509,1,6,4,11,2,23,40.97,28.38,46.68,0
RX2510,1,5,4,13,5,15,33.65,20.27,47.91,0
RX2511,6,7,10,10,15,16,92.09,85.1,96.61,1
RX2512,4,4,11,11,19,21,90.86,82.66,95.4,1
RX2513,5,6,4,8,10,17,53.32,55.3,84.39,0
RX2514,5,6,5,8,16,24,66.52,65.69,72.03,1
RX2515,1,5,2,9,8,23,31.51,42.49,58.26,0
RX2516,3,4,7,10,12,21,75.38,55.16,77.77,0
RX2517,5,6,11,12,17,17,80.52,85.11,87.32,1
RX2518,1,7,2,13,2,18,35.85,23.68,50.8,0
RX2519,3,4,7,10,15,17,60.45,74.78,71.39,0
RX2520,2,4,9,13,17,21,63.19,71.39,78.47,0
RX2521,5,6,13,14,12,17,79.72,51.35,66.85,0
RX2522,2,7,3,10,4,17,27.69,45.58,55.34,0
RX2523,1,4,4,11,2,21,42.37,33.39,53.57,0
RX2524,4,4,10,10,21,21,96.33,99.18,91.91,1
RX2525,6,6,9,9,19,19,99.13,99.59,88.03,1
RX2526,1,4,2,13,7,19,42.79,33.32,55.6,0
RX2527,4,5,9,10,13,15,80.61,77.35,88.28,1
RX2528,2,4,10,13,10,16,77.85,62.5,82.23,0
RX2529,5,7,12,14,14,23,65.1,58.22,76.57,1
RX2530,3,4,14,14,17,19,83.37,93.93,85.76,1
RX2531,4,5,13,13,21,23,90.45,94.3,86.9,1
RX2532,5,5,10,12,13,15,86.64,97.1,96.82,1
RX2533,4,5,8,8,14,15,86.77,94.86,96.85,1
RX2534,1,5,5,12,8,22,45.98,22.68,56.46,0
RX2535,5,6,8,8,22,24,93.02,78.6,99.02,1
RX2536,1,5,2,11,1,22,36.29,22.66,49.4,0
RX2537,3,4,5,9,12,16,79.34,62.8,80.77,1
RX2538,4,6,9,14,16,18,71.91,59.26,65.33,1
RX2539,4,7,10,12,12,20,62.71,54.03,66.44,0
RX2540,4,7,7,8,12,18,55.24,66.54,71.5,0
RX2541,2,4,5,9,16,23,59.39,67.7,78.09,0
RX2542,3,4,4,8,19,21,78.25,73.85,82.05,0
RX2543,1,4,2,8,5,17,38.9,49.47,53.71,0
RX2544,1,6,3,9,1,18,43.81,21.0,54.35,0
RX2545,3,6,10,11,14,16,71.91,57.51,74.38,1
RX2546,1,4,4,10,7,20,30.4,40.97,41.8,0
RX2547,5,6,9,10,14,16,93.39,80.51,93.93,1
RX2548,1,5,2,12,8,21,41.5,30.5,54.69,0
RX2549,5,5,12,13,23,24,97.43,87.84,93.82,1
RX2550,6,7,7,11,13,17,53.41,61.92,68.91,0
RX2551,3,6,7,12,22,23,63.17,70.52,79.5,1
RX2552,2,4,6,9,12,20,80.0,66.1,77.36,1
RX2553,2,6,3,12,7,17,47.01,37.24,54.85,0
RX2554,3,6,10,14,14,24,64.83,50.72,75.42,0
RX2555,1,7,2,11,6,15,42.88,45.4,58.18,0
RX2556,1,5,1,13,6,18,20.01,35.19,58.48,0
RX2557,6,7,11,11,18,20,90.01,99.27,86.94,1
RX2558,3,4,10,11,16,16,82.69,87.93,85.74,1
RX2559,3,6,9,10,17,22,55.74,60.3,64.26,0
RX2560,3,6,9,11,11,15,72.84,52.01,76.5,0
RX2561,6,7,13,13,16,18,93.39,82.02,92.84,1
RX2562,1,5,1,10,1,18,39.8,26.66,59.31,0
RX2563,1,7,2,8,2,19,44.31,40.82,57.3,0
RX2564,1,7,4,11,1,22,26.14,21.95,41.59,0
RX2565,1,5,4,11,5,18,29.8,22.22,57.72,0
RX2566,5,5,13,14,17,19,85.76,75.23,88.45,1
RX2567,2,7,4,10,4,19,37.56,48.03,46.92,0
RX2568,1,4,4,11,3,19,27.89,39.89,58.9,0
RX2569,2,7,5,14,4,21,41.18,36.97,58.51,0
RX2570,7,7,10,12,16,17,85.12,95.89,94.12,1
RX2571,5,5,10,12,17,19,80.15,93.53,89.08,1
RX2572,4,5,5,9,10,18,70.21,51.72,62.94,0
RX2573,5,6,12,14,18,22,79.09,66.4,72.89,1
RX2574,6,7,9,14,13,22,64.61,59.82,83.89,0
RX2575,6,7,13,13,15,17,89.27,84.87,98.79,1
RX2576,5,5,13,13,12,15,81.37,97.43,88.01,1
RX2577,4,4,11,11,16,18,83.22,89.93,90.13,1
RX2578,1,5,2,11,5,16,20.87,49.45,52.5,0
RX2579,1,6,4,10,7,17,30.8,33.92,45.52,0
RX2580,1,4,4,13,6,17,44.7,40.35,56.78,0
RX2581,1,4,1,8,2,18,31.63,33.92,45.95,0
RX2582,2,7,2,12,4,19,29.15,38.54,45.51,0
RX2583,2,4,8,13,12,15,69.28,58.33,60.26,0
RX2584,7,7,14,14,17,18,94.24,83.02,95.48,1
RX2585,1,4,3,14,4,16,25.53,38.41,41.04,0
RX2586,5,5,12,14,19,20,91.08,78.06,97.03,1
RX2587,1,4,4,11,1,17,48.49,21.46,55.85,0
RX2588,1,5,4,14,5,20,35.67,21.6,54.3,0
RX2589,1,6,1,9,2,20,38.25,42.59,54.69,0
RX2590,5,6,11,13,21,22,94.26,99.63,93.12,1
RX2591,6,6,12,12,23,24,82.76,98.96,91.93,1
RX2592,2,6,5,14,6,18,21.3,32.87,55.24,0
RX2593,6,7,10,10,15,17,82.44,92.37,91.74,1
RX2594,5,6,10,11,20,23,60.74,65.65,63.97,0
RX2595,4,5,8,9,23,23,84.42,85.33,87.95,1
RX2596,6,7,5,9,15,24,78.48,50.81,84.38,0
RX2597,2,7,3,12,1,17,20.53,36.11,52.58,0
RX2598,5,5,11,11,16,19,86.53,90.66,95.78,1
RX2599,3,4,5,9,13,20,60.71,71.44,60.95,0
RX2600,1,5,3,8,8,23,24.36,47.45,57.64,0
RX2601,5,7,9,10,18,19,55.74,74.33,67.16,0
RX2602,7,7,11,13,16,19,80.9,85.2,91.25,1
RX2603,5,6,7,8,13,22,73.1,65.88,65.93,0
RX2604,3,5,7,12,15,16,74.87,73.79,63.78,0
RX2605,5,6,7,9,13,15,95.25,93.02,99.96,1
RX2606,1,6,4,13,7,21,48.89,48.05,43.26,0
RX2607,4,5,8,8,22,23,95.67,89.51,85.4,1
RX2608,5,7,9,10,21,24,66.99,53.21,69.66,0
RX2609,3,6,8,12,17,19,60.73,62.37,61.59,0
RX2610,7,7,10,11,18,21,99.42,87.75,94.58,1
RX2611,6,7,13,13,14,17,86.97,90.19,99.28,1
RX2612,6,6,9,9,14,16,99.94,75.76,86.37,1
RX2613,3,4,12,14,16,16,85.81,98.0,98.67,1
RX2614,6,6,14,14,18,21,97.54,77.97,91.22,1
RX2615,1,4,1,8,3,19,21.17,42.28,46.62,0
RX2616,2,6,2,11,1,16,37.43,28.6,54.68,0
RX2617,3,5,13,14,11,18,76.06,72.07,71.12,0
RX2618,2,4,6,11,21,22,74.26,70.48,74.32,1
RX2619,1,7,2,8,5,21,41.39,43.33,45.43,0
RX2620,6,7,9,10,14,16,85.25,79.31,85.27,1
RX2621,2,4,10,12,10,16,58.53,72.6,64.62,0
RX2622,7,7,9,9,19,19,82.5,87.34,91.86,1
RX2623,4,4,13,14,16,18,89.18,99.88,99.24,1
RX2624,1,6,4,10,9,24,33.3,20.81,54.2,0
RX2625,6,6,9,11,20,22,92.94,84.68,87.83,1
RX2626,2,6,3,10,1,16,44.24,40.19,40.82,0
RX2627,2,4,6,11,17,23,75.98,51.49,78.14,1
RX2628,3,5,11,14,22,24,71.26,72.24,67.04,0
RX2629,3,4,7,8,17,18,86.39,76.87,87.28,1
RX2630,1,4,3,9,3,23,40.17,49.94,42.77,0
RX2631,3,4,11,12,14,22,79.45,70.37,67.87,0
RX2632,4,7,7,9,16,24,79.98,66.31,69.31,1
RX2633,1,5,1,9,6,16,30.6,41.31,46.29,0
RX2634,5,7,8,14,15,18,67.69,67.03,77.06,1
RX2635,5,6,10,12,23,24,80.51,80.49,95.38,1
RX2636,1,4,4,11,5,19,28.74,47.75,51.04,0
RX2637,2,7,2,11,5,16,39.35,41.46,41.93,0
RX2638,4,5,8,10,15,17,98.52,89.29,86.57,1
RX2639,2,6,1,9,7,24,24.01,26.95,48.59,0
RX2640,1,5,2,10,4,21,33.34,47.95,49.91,0
RX2641,1,5,3,13,7,18,31.87,38.48,57.82,0
RX2642,6,7,9,10,16,18,94.49,77.07,93.87,1
RX2643,4,5,9,11,16,16,93.67,91.65,89.09,1
RX2644,4,5,7,8,21,24,51.5,52.22,65.97,1
RX2645,1,5,3,10,4,22,29.57,30.0,54.78,0
RX2646,6,7,11,13,21,22,64.21,74.95,70.77,1
RX2647,1,7,3,10,8,22,35.18,27.52,53.46,0
RX2648,1,4,4,11,3,17,22.35,20.62,47.42,0
RX2649,4,4,7,9,24,24,95.97,94.39,92.87,1
RX2650,5,6,11,14,17,22,70.23,67.16,76.31,0
RX2651,2,4,8,10,11,19,67.66,54.82,63.31,0
RX2652,2,7,2,9,5,22,46.31,31.15,51.45,0
RX2653,2,7,2,9,3,15,28.91,34.47,53.82,0
RX2654,1,4,2,11,7,20,33.46,45.89,57.39,0
RX2655,4,5,13,14,19,19,92.02,90.73,92.15,1
RX2656,4,5,8,13,15,17,70.22,66.61,74.94,1
RX2657,4,4,12,13,16,16,84.45,77.92,87.31,1
RX2658,6,6,7,8,14,16,89.12,85.26,97.53,1
RX2659,1,7,4,14,6,15,49.16,48.37,47.47,0
RX2660,6,7,12,12,19,21,82.59,89.44,89.6,1
RX2661,2,7,4,12,1,16,31.75,33.93,41.52,0
RX2662,5,5,9,10,17,18,99.79,93.74,91.46,1
RX2663,5,6,13,14,17,19,90.79,81.95,92.4,1
RX2664,1,5,5,14,2,18,23.79,21.59,55.35,0
RX2665,1,6,1,8,6,23,37.26,28.85,48.45,0
RX2666,6,7,10,12,18,21,88.27,84.34,93.05,1
RX2667,6,6,10,11,19,21,94.18,99.27,94.54,1
RX2668,1,4,2,9,8,19,37.58,34.81,46.22,0
RX2669,4,6,11,12,15,24,79.25,72.42,67.29,1
RX2670,1,7,2,13,2,19,30.96,46.39,58.54,0
RX2671,1,5,1,12,2,22,27.25,37.67,53.71,0
RX2672,1,5,1,10,3,23,36.58,37.35,48.53,0
RX2673,1,6,1,11,9,24,35.74,37.89,52.65,0
RX2674,5,6,10,10,17,19,84.38,76.68,96.21,1
RX2675,6,6,6,8,16,18,92.54,75.45,94.13,1
RX2676,1,4,2,12,2,19,40.29,23.78,57.16,0
RX2677,4,5,7,12,21,22,65.31,61.69,76.81,0
RX2678,3,4,10,13,17,21,75.63,68.03,80.03,0
RX2679,4,5,10,10,21,21,95.95,83.75,92.1,1
RX2680,7,7,12,14,13,16,81.42,75.25,89.59,1
RX2681,3,5,9,12,14,21,54.29,58.23,74.47,0
RX2682,4,5,7,10,16,21,73.2,68.16,69.03,0
RX2683,1,7,3,9,9,21,38.64,25.38,44.22,0
RX2684,6,7,8,13,13,19,71.42,52.58,64.04,0
RX2685,5,5,10,10,13,15,94.95,89.39,97.76,1
RX2686,6,6,9,10,17,19,82.31,93.62,89.06,1
RX2687,4,5,12,12,17,20,82.13,78.26,85.93,1
RX2688,2,7,3,9,6,17,35.92,23.07,54.2,0
RX2689,2,6,1,8,4,16,26.55,46.14,58.04,0
RX2690,4,4,10,10,15,16,88.1,89.78,98.28,1
RX2691,1,4,5,13,7,19,46.77,23.59,45.5,0
RX2692,4,6,5,9,13,20,67.18,57.05,84.78,0
RX2693,2,7,1,8,4,18,34.46,33.91,50.44,0
RX2694,1,6,1,8,1,24,43.97,37.87,50.23,0
RX2695,6,7,12,12,18,20,81.61,76.07,89.21,1
RX2696,5,6,7,9,18,19,68.72,67.39,68.05,1
RX2697,2,6,5,14,3,15,47.85,47.04,41.4,0
RX2698,4,5,10,11,16,18,86.79,97.39,91.39,1
RX2699,1,5,4,12,1,22,44.23,25.74,56.94,0
RX2700,3,4,11,13,16,17,86.07,86.08,87.58,1
RX2701,4,5,11,12,17,21,65.45,69.3,75.94,0
RX2702,4,4,9,9,16,17,84.04,94.85,98.44,1
RX2703,2,6,1,9,1,17,29.83,29.6,46.53,0
RX2704,5,6,12,13,20,23,54.5,55.84,76.64,1
RX2705,3,5,4,8,10,17,74.38,64.49,65.89,1
RX2706,4,5,4,8,13,20,52.99,62.66,81.23,0
RX2707,6,7,4,8,16,18,51.31,69.15,74.31,0
RX2708,6,7,11,12,14,17,99.46,94.41,87.92,1
RX2709,2,7,4,14,6,16,32.81,28.8,52.79,0
RX2710,6,7,9,10,14,16,89.39,92.27,96.99,1
RX2711,4,6,10,11,18,23,67.99,74.13,79.83,1
RX2712,2,6,2,9,7,21,41.21,42.34,54.56,0
RX2713,3,5,8,10,14,24,78.39,71.61,60.56,1
RX2714,2,6,2,11,6,23,40.35,46.53,55.35,0
RX2715,5,5,14,14,19,19,89.99,92.55,93.5,1
RX2716,6,7,10,10,22,22,87.15,92.4,99.3,1
RX2717,2,4,10,11,12,15,78.53,70.78,64.79,0
RX2718,3,5,4,8,19,20,79.32,74.6,74.96,0
RX2719,4,4,9,9,16,18,92.02,98.12,88.43,1
RX2720,6,6,10,12,21,22,84.67,90.83,88.9,1
RX2721,1,7,5,13,6,16,29.02,38.41,58.91,0
RX2722,1,4,5,14,5,15,28.17,33.63,56.14,0
RX2723,1,4,2,14,6,21,22.16,21.36,42.99,0
RX2724,5,6,10,14,14,16,56.74,72.64,73.61,1
RX2725,6,6,9,11,16,16,84.69,79.84,88.34,1
RX2726,3,4,12,12,18,21,80.52,87.03,88.38,1
RX2727,2,6,2,13,1,24,49.55,47.1,50.57,0
RX2728,1,5,3,11,8,21,28.52,43.49,53.42,0
RX2729,1,6,1,10,2,18,27.22,30.36,56.66,0
RX2730,2,6,3,9,4,20,49.29,27.2,57.25,0
RX2731,4,5,11,14,13,22,52.1,63.39,84.76,1
RX2732,5,6,13,14,15,17,80.29,77.95,98.16,1
RX2733,6,7,9,11,20,22,83.59,91.75,91.11,1
RX2734,3,4,12,12,17,20,87.74,95.84,90.72,1
RX2735,2,7,1,8,5,19,45.85,35.31,47.62,0
RX2736,5,7,6,9,19,23,51.94,52.83,74.92,0
RX2737,1,5,4,12,8,21,37.8,49.92,55.74,0
RX2738,1,4,3,10,8,19,38.21,34.18,45.56,0
RX2739,3,4,6,10,21,23,52.97,71.54,80.93,0
RX2740,2,6,3,9,5,23,47.39,33.11,46.06,0
RX2741,5,6,12,14,16,23,51.2,65.24,77.93,1
RX2742,1,5,3,11,4,15,42.86,29.93,50.06,0
RX2743,1,6,1,13,3,15,38.49,32.48,50.06,0
RX2744,4,5,6,10,10,18,58.72,58.2,70.98,0
RX2745,1,6,1,9,1,16,30.22,44.4,47.76,0
RX2746,4,4,8,9,16,18,82.92,93.1,86.13,1
RX2747,2,4,5,8,11,16,65.91,57.07,68.76,1
RX2748,4,5,12,13,20,23,82.29,90.04,91.02,1
RX2749,6,7,8,12,16,23,54.02,69.01,83.4,1
RX2750,5,7,8,10,14,20,62.49,69.75,70.97,1
RX2751,1,7,4,14,1,20,34.09,27.99,58.96,0
RX2752,2,7,2,11,10,23,25.37,39.49,56.94,0
RX2753,1,4,4,10,6,17,31.95,21.99,44.58,0
RX2754,2,7,3,11,4,19,42.1,30.47,58.89,0
RX2755,4,5,7,12,16,24,59.9,66.42,66.12,1
RX2756,6,7,9,10,19,22,62.72,60.83,71.12,1
RX2757,7,7,11,11,20,20,90.3,76.05,86.04,1
RX2758,1,4,5,12,8,24,45.36,38.28,52.19,0
RX2759,4,7,7,9,16,18,55.75,56.69,67.06,0
RX2760,4,7,7,8,12,18,73.22,51.86,80.82,0
RX2761,1,5,3,10,10,23,43.44,33.73,46.43,0
RX2762,5,7,7,8,10,16,60.78,51.59,84.49,1
RX2763,1,4,2,8,1,19,20.61,45.32,58.57,0
RX2764,5,7,7,12,16,17,56.02,58.6,81.13,1
RX2765,2,7,2,11,8,19,49.19,22.53,41.37,0
RX2766,4,5,7,8,18,21,93.24,86.31,98.5,1
RX2767,3,4,7,8,11,16,79.21,52.0,69.65,0
RX2768,3,4,6,11,11,19,69.72,74.86,76.3,1
RX2769,4,7,7,9,15,23,64.9,57.26,79.25,0
RX2770,5,6,13,14,21,22,99.71,98.42,92.44,1
RX2771,5,6,8,9,13,16,93.28,76.77,90.0,1
RX2772,4,5,9,12,17,22,65.86,59.15,60.04,1
RX2773,3,5,8,10,20,22,70.52,60.15,76.54,1
RX2774,3,5,10,12,10,18,53.04,53.32,63.49,1
RX2775,2,7,3,9,4,17,37.25,40.42,46.79,0
RX2776,2,7,1,11,5,15,20.39,37.89,58.85,0
RX2777,1,4,2,11,6,20,34.92,41.55,56.48,0
RX2778,6,6,8,8,20,20,95.25,78.93,96.45,1
RX2779,3,4,10,12,20,21,97.22,87.26,95.22,1
RX2780,6,7,14,14,20,23,88.17,80.82,98.01,1
RX2781,3,4,7,9,15,16,83.91,78.81,88.78,1
RX2782,5,7,11,13,16,19,65.02,72.63,75.79,0
RX2783,3,4,9,11,22,24,92.14,95.45,86.4,1
RX2784,3,4,7,11,14,24,77.93,73.73,83.73,0
RX2785,1,4,5,12,3,17,35.1,42.73,45.78,0
RX2786,5,5,10,12,23,24,97.58,77.38,91.23,1
RX2787,1,5,5,14,6,21,41.9,35.65,48.34,0
RX2788,3,4,10,11,22,23,96.22,78.47,92.3,1
RX2789,3,4,12,14,23,23,82.46,78.47,87.77,1
RX2790,2,4,8,14,14,15,68.71,59.42,61.94,0
RX2791,3,4,7,9,15,21,51.95,56.67,69.77,0
RX2792,1,7,1,9,4,18,36.31,28.25,50.46,0
RX2793,6,7,11,13,16,16,86.29,93.33,96.08,1
RX2794,1,7,4,13,9,20,38.8,46.45,46.58,0
RX2795,3,4,12,13,14,21,51.02,60.68,74.44,0
RX2796,3,6,5,9,20,22,59.28,62.07,72.88,1
RX2797,5,7,10,12,11,17,56.28,50.96,81.81,1
RX2798,3,5,7,10,18,21,65.15,61.8,71.23,1
RX2799,3,4,8,12,17,20,71.9,67.77,76.36,0
RX2800,4,5,8,8,19,21,96.93,95.41,85.3,1
RX2801,3,4,6,8,20,22,83.24,89.42,98.67,1
RX2802,4,4,10,11,16,18,95.04,84.01,88.53,1
RX2803,1,4,4,10,3,24,24.35,23.1,52.33,0
RX2804,4,7,4,8,20,21,58.92,72.64,70.15,1
RX2805,2,4,11,12,15,23,65.17,69.34,62.59,0
RX2806,6,6,10,12,23,23,89.8,77.75,98.69,1
RX2807,1,6,3,9,2,20,44.41,23.77,49.89,0
RX2808,5,5,7,8,17,20,91.17,75.07,90.49,1
RX2809,3,5,7,11,13,18,72.23,66.89,67.04,1
RX2810,1,7,3,13,4,24,47.55,43.67,45.74,0
RX2811,1,7,3,9,3,22,41.04,26.26,48.11,0
RX2812,1,5,5,12,2,20,37.53,21.14,57.55,0
RX2813,7,7,8,9,17,18,96.22,80.52,92.99,1
RX2814,6,7,9,11,17,18,93.67,80.72,99.97,1
RX2815,1,4,2,8,4,16,33.41,32.87,59.19,0
RX2816,4,7,7,12,15,17,73.65,66.89,65.57,1
RX2817,1,7,3,9,2,19,30.95,28.99,53.79,0
RX2818,7,7,12,13,15,15,87.37,99.06,85.22,1
RX2819,2,6,4,13,7,18,27.37,27.32,56.28,0
RX2820,3,5,11,12,20,21,54.02,57.33,79.73,1
RX2821,5,5,14,14,16,17,90.15,77.62,85.51,1
RX2822,7,7,6,8,16,18,87.7,77.59,91.95,1
RX2823,6,7,9,10,17,18,89.27,82.54,95.0,1
RX2824,3,4,12,13,15,17,96.52,95.9,97.44,1
RX2825,5,6,12,14,14,17,95.05,95.43,94.99,1
RX2826,1,5,2,9,8,20,26.43,28.67,59.51,0
RX2827,7,7,7,9,20,22,99.41,92.39,99.17,1
RX2828,5,5,12,14,18,18,98.92,87.69,98.9,1
RX2829,4,5,13,14,15,22,70.76,56.28,82.74,1
RX2830,5,7,8,11,19,24,57.77,73.01,80.14,1
RX2831,5,6,11,12,18,20,96.5,88.69,95.04,1
RX2832,5,5,7,9,18,20,90.43,84.24,86.85,1
RX2833,3,4,9,10,17,19,62.86,69.31,72.03,1
RX2834,2,4,9,10,14,17,54.91,58.43,75.13,1
RX2835,1,5,2,8,4,15,29.0,38.8,53.7,0
RX2836,4,4,10,11,12,15,84.46,96.16,97.27,1
RX2837,1,5,3,12,5,23,29.27,45.32,44.35,0
RX2838,1,7,4,14,1,16,26.11,42.9,44.83,0
RX2839,4,5,8,8,21,22,97.39,94.0,90.8,1
RX2840,1,6,2,8,9,20,26.54,36.74,49.33,0
RX2841,3,4,8,11,15,20,75.39,58.0,70.95,1
RX2842,4,4,10,11,20,23,88.08,99.19,89.16,1
RX2843,1,4,5,12,8,24,21.26,22.18,44.87,0
RX2844,3,4,4,8,9,15,57.1,65.7,79.93,0
RX2845,1,7,2,8,5,17,49.82,46.1,49.32,0
RX2846,3,4,8,9,19,22,80.63,77.91,96.63,1
RX2847,2,6,3,10,4,16,32.24,35.32,57.95,0
RX2848,3,5,8,9,13,19,66.82,64.61,66.02,0
RX2849,1,5,2,8,7,19,20.19,24.52,48.46,0
RX2850,1,4,2,11,6,21,27.03,35.43,55.95,0
RX2851,2,7,1,10,6,16,28.22,25.26,47.74,0
RX2852,1,5,1,10,3,17,29.88,34.41,56.87,0
RX2853,6,7,8,13,11,17,52.39,53.53,74.37,1
RX2854,3,6,7,8,19,23,68.92,51.09,60.87,1
RX2855,6,6,9,10,16,16,83.57,80.67,91.35,1
RX2856,1,6,1,12,5,21,29.74,33.72,44.31,0
RX2857,4,5,4,8,14,22,54.58,58.69,70.3,1
RX2858,5,7,10,12,10,18,71.25,62.97,81.01,1
RX2859,5,6,8,11,13,16,78.01,57.76,69.01,0
RX2860,1,5,4,12,7,17,24.87,24.17,51.27,0
RX2861,2,6,3,12,6,15,32.28,33.98,43.41,0
RX2862,1,6,1,14,7,22,35.74,27.9,47.49,0
RX2863,1,5,3,13,3,23,48.8,33.69,51.41,0
RX2864,2,7,1,9,8,23,48.62,33.52,42.6,0
RX2865,3,4,8,9,17,17,94.81,94.98,95.88,1
RX2866,4,5,9,12,14,16,55.19,70.58,79.96,0
RX2867,5,6,7,8,18,21,98.82,79.52,87.78,1
RX2868,5,7,8,11,11,19,66.14,56.19,62.31,0
RX2869,4,5,11,12,18,18,82.49,84.32,98.98,1
RX2870,3,6,6,8,14,17,53.56,67.51,77.57,1
RX2871,3,6,11,12,13,15,66.46,64.87,65.19,0
RX2872,4,5,7,9,14,17,95.53,94.49,90.42,1
RX2873,1,6,3,13,5,15,29.9,25.69,56.14,0
RX2874,5,7,6,10,15,22,62.34,62.59,80.36,1
RX2875,7,7,8,10,15,18,80.88,91.62,85.67,1
RX2876,6,7,7,9,10,16,68.39,68.86,65.8,1
RX2877,3,4,5,8,12,18,59.45,58.97,84.13,1
RX2878,6,6,12,14,22,23,98.11,85.11,88.46,1
RX2879,2,4,11,13,14,15,54.76,57.07,67.67,1
RX2880,1,4,4,13,1,19,39.2,44.88,59.96,0
RX2881,4,6,8,9,16,20,72.45,65.05,74.13,0
RX2882,4,4,9,9,23,24,80.37,90.65,92.76,1
RX2883,4,5,5,8,15,20,73.21,66.86,67.36,0
RX2884,6,6,9,10,22,23,91.12,90.98,88.17,1
RX2885,2,7,4,13,7,24,23.29,43.22,51.62,0
RX2886,1,4,5,12,3,16,35.61,26.51,54.87,0
RX2887,3,5,6,8,20,21,77.4,50.56,75.94,0
RX2888,5,6,11,13,13,22,78.45,67.22,83.79,0
RX2889,1,5,3,11,3,19,27.29,37.16,56.06,0
RX2890,7,7,6,8,22,23,99.94,78.05,93.14,1
RX2891,2,6,1,12,3,19,26.38,24.49,59.03,0
RX2892,4,5,8,8,15,18,96.99,96.68,93.95,1
RX2893,1,7,3,14,6,18,47.42,44.72,43.33,0
RX2894,2,4,7,13,16,19,59.01,72.62,62.26,0
RX2895,3,4,8,12,12,17,57.7,53.12,77.83,1
RX2896,1,6,1,10,2,23,47.7,28.83,57.73,0
