attendance,punctuality,sprint_completion,task_quality,deadline_met,communication,collaboration,initiative_score,performance
42.88,0,28.57142857142857,30.88,23.75,10.526315789473683,9.473684210526315,37.5,Poor
94.19,100,75.0,89.64,92.74,84.21052631578947,75.78947368421052,85.71428571428571,Good
63.81,0,83.33333333333334,63.17,57.19,66.66666666666666,59.99999999999999,92.3076923076923,Average
46.57,0,14.285714285714285,20.52,43.36,31.818181818181817,28.636363636363637,42.857142857142854,Poor
68.45,100,71.42857142857143,61.94,55.75,68.18181818181817,61.36363636363636,80.0,Average
97.45,100,85.71428571428571,85.94,80.85,84.21052631578947,75.78947368421052,84.61538461538461,Good
98.63,100,100.0,97.77,84.51,100.0,90.0,100.0,Good
71.92,100,66.66666666666666,51.71,55.14,86.66666666666667,78.0,71.42857142857143,Average
48.89,0,33.33333333333333,32.34,30.42,29.411764705882355,26.47058823529412,25.0,Poor
59.52,0,28.57142857142857,30.64,46.62,39.130434782608695,35.21739130434783,15.384615384615385,Poor
46.04,0,20.0,37.54,33.19,25.0,22.5,11.11111111111111,Poor
69.7,100,50.0,68.05,65.21,69.56521739130434,62.608695652173914,88.88888888888889,Average
45.34,0,25.0,36.16,29.0,40.0,36.0,20.0,Poor
74.1,0,60.0,67.26,61.27,90.0,81.0,87.5,Average
82.74,0,66.66666666666666,70.51,57.81,69.56521739130434,62.608695652173914,81.81818181818183,Average
99.91,100,100.0,98.64,90.7,91.30434782608695,82.17391304347827,80.0,Good
55.4,0,25.0,42.94,43.36,40.0,36.0,8.333333333333332,Poor
53.79,0,28.57142857142857,48.09,28.68,33.33333333333333,29.999999999999996,9.090909090909092,Poor
85.59,100,75.0,97.82,77.75,100.0,90.0,81.81818181818183,Good
51.5,0,28.57142857142857,40.96,38.52,30.434782608695656,27.39130434782609,18.181818181818183,Poor
86.25,100,100.0,82.88,97.58,86.66666666666667,78.0,84.61538461538461,Good
73.88,0,71.42857142857143,58.41,67.86,93.33333333333333,84.0,76.92307692307693,Average
67.57,0,80.0,65.03,65.11,68.42105263157895,61.578947368421055,88.88888888888889,Average
85.69,100,100.0,93.45,92.26,94.44444444444444,85.0,92.3076923076923,Good
40.29,0,20.0,30.84,40.79,33.33333333333333,29.999999999999996,16.666666666666664,Poor
98.85,100,100.0,88.78,94.67,94.11764705882352,84.70588235294117,80.0,Good
98.14,100,85.71428571428571,91.29,76.59,88.23529411764706,79.41176470588235,88.88888888888889,Good
73.3,100,80.0,55.15,55.3,85.0,76.5,75.0,Average
75.82,100,75.0,70.88,64.66,82.35294117647058,74.11764705882352,78.57142857142857,Good
97.2,100,100.0,86.41,79.89,91.30434782608695,82.17391304347827,100.0,Good
89.7,100,85.71428571428571,93.26,91.84,93.33333333333333,84.0,90.9090909090909,Good
69.21,0,60.0,58.81,53.73,94.11764705882352,84.70588235294117,54.54545454545454,Average
89.83,100,83.33333333333334,90.11,91.25,82.35294117647058,74.11764705882352,90.9090909090909,Good
83.97,0,50.0,76.52,72.77,76.47058823529412,68.82352941176471,77.77777777777779,Average
64.67,0,50.0,71.21,73.44,83.33333333333334,75.00000000000001,69.23076923076923,Average
79.13,100,75.0,59.07,72.23,78.26086956521739,70.43478260869566,90.9090909090909,Good
64.44,100,50.0,63.98,68.75,56.25,50.625,78.57142857142857,Average
59.66,0,25.0,48.77,35.46,15.0,13.5,11.11111111111111,Poor
81.44,0,66.66666666666666,60.84,56.51,85.0,76.5,77.77777777777779,Average
61.42,0,60.0,57.63,60.8,73.33333333333333,66.0,55.55555555555556,Poor
49.63,0,20.0,26.06,24.64,20.833333333333336,18.750000000000004,25.0,Poor
92.85,100,80.0,89.14,78.33,87.5,78.75,92.85714285714286,Good
67.73,0,85.71428571428571,50.53,56.28,95.65217391304348,86.08695652173914,72.72727272727273,Average
61.14,100,50.0,63.78,74.35,95.0,85.5,83.33333333333334,Average
73.23,0,80.0,59.08,71.7,72.22222222222221,65.0,84.61538461538461,Average
74.1,0,80.0,71.24,69.47,95.65217391304348,86.08695652173914,62.5,Average
61.95,100,50.0,64.98,60.26,78.26086956521739,70.43478260869566,90.0,Average
97.55,100,80.0,88.13,94.58,100.0,90.0,100.0,Good
88.3,100,85.71428571428571,94.51,98.13,91.66666666666666,82.5,100.0,Good
99.07,100,85.71428571428571,93.85,77.33,91.66666666666666,82.5,90.9090909090909,Good
77.96,0,85.71428571428571,68.3,62.55,66.66666666666666,59.99999999999999,70.0,Average
80.95,0,75.0,70.22,51.08,83.33333333333334,75.00000000000001,63.63636363636363,Average
80.41,100,71.42857142857143,67.44,63.11,77.27272727272727,69.54545454545455,71.42857142857143,Average
41.64,0,14.285714285714285,44.47,25.38,27.27272727272727,24.545454545454543,15.384615384615385,Poor
67.52,100,83.33333333333334,60.62,68.11,65.0,58.5,64.28571428571429,Average
60.77,0,80.0,79.61,57.56,66.66666666666666,59.99999999999999,70.0,Average
63.07,100,75.0,62.98,58.45,66.66666666666666,59.99999999999999,57.14285714285714,Average
82.64,0,66.66666666666666,63.82,51.57,75.0,67.5,71.42857142857143,Average
49.42,0,20.0,37.27,26.43,4.761904761904762,4.285714285714286,25.0,Poor
43.55,0,33.33333333333333,41.59,23.35,36.36363636363637,32.727272727272734,42.857142857142854,Poor
98.82,100,75.0,91.06,98.54,100.0,90.0,100.0,Good
60.44,0,50.0,75.07,64.45,88.23529411764706,79.41176470588235,87.5,Average
46.55,0,20.0,32.72,27.27,28.57142857142857,25.71428571428571,30.0,Poor
63.99,0,71.42857142857143,64.73,52.29,82.6086956521739,74.34782608695652,66.66666666666666,Average
48.06,0,25.0,41.77,22.24,23.809523809523807,21.428571428571427,11.11111111111111,Poor
40.03,0,20.0,46.04,23.13,18.75,16.875,18.181818181818183,Poor
45.98,0,20.0,38.24,49.9,18.75,16.875,25.0,Poor
78.11,0,75.0,54.64,57.56,82.6086956521739,74.34782608695652,66.66666666666666,Average
86.45,100,80.0,84.46,90.13,90.47619047619048,81.42857142857143,100.0,Good
80.13,0,85.71428571428571,60.93,59.5,90.0,81.0,75.0,Average
54.1,0,25.0,31.47,49.62,23.52941176470588,21.176470588235293,36.36363636363637,Poor
88.22,100,80.0,84.66,85.38,100.0,90.0,100.0,Good
91.21,100,75.0,97.77,86.71,95.83333333333334,86.25000000000001,100.0,Good
55.59,0,20.0,40.21,27.64,43.47826086956522,39.130434782608695,11.11111111111111,Poor
57.26,0,16.666666666666664,24.26,39.44,27.27272727272727,24.545454545454543,27.27272727272727,Poor
55.78,0,14.285714285714285,48.61,32.48,12.5,11.25,11.11111111111111,Poor
92.4,100,100.0,85.8,96.13,100.0,90.0,92.85714285714286,Good
92.52,100,83.33333333333334,98.82,89.24,93.33333333333333,84.0,84.61538461538461,Good
85.37,100,100.0,80.12,80.39,87.5,78.75,100.0,Good
52.37,0,33.33333333333333,42.46,35.68,35.294117647058826,31.764705882352946,22.22222222222222,Poor
75.36,100,80.0,79.97,68.72,66.66666666666666,59.99999999999999,92.85714285714286,Good
59.69,0,20.0,44.89,36.55,37.5,33.75,22.22222222222222,Poor
54.35,0,20.0,36.34,34.74,16.666666666666664,14.999999999999998,9.090909090909092,Poor
67.22,0,85.71428571428571,51.75,71.83,60.0,54.0,70.0,Average
78.07,100,75.0,56.25,65.21,82.35294117647058,74.11764705882352,54.54545454545454,Average
71.38,100,80.0,59.72,73.17,75.0,67.5,84.61538461538461,Good
83.03,0,50.0,56.98,65.66,61.111111111111114,55.00000000000001,70.0,Average
85.79,100,100.0,90.66,89.45,100.0,90.0,84.61538461538461,Good
88.01,100,75.0,83.67,94.45,80.0,72.0,100.0,Good
50.49,0,20.0,47.27,26.55,19.047619047619047,17.142857142857142,22.22222222222222,Poor
64.83,100,57.14285714285714,74.24,65.3,78.94736842105263,71.05263157894737,75.0,Average
41.25,0,16.666666666666664,35.58,35.18,43.75,39.375,35.714285714285715,Poor
74.44,0,50.0,73.63,67.0,75.0,67.5,53.84615384615385,Average
62.6,100,83.33333333333334,79.36,53.26,62.5,56.25,60.0,Average
72.36,100,57.14285714285714,52.21,62.46,57.14285714285714,51.42857142857142,80.0,Average
61.06,0,50.0,78.66,64.59,58.82352941176471,52.94117647058824,62.5,Average
72.67,0,80.0,52.3,57.76,85.71428571428571,77.14285714285714,84.61538461538461,Average
58.9,0,25.0,25.22,36.55,4.3478260869565215,3.9130434782608696,25.0,Poor
85.93,100,100.0,80.24,83.3,86.95652173913044,78.26086956521739,83.33333333333334,Good
50.22,0,20.0,26.12,23.62,21.052631578947366,18.94736842105263,25.0,Poor
85.43,100,100.0,91.0,89.79,94.44444444444444,85.0,90.9090909090909,Good
65.06,0,83.33333333333334,67.87,52.34,91.30434782608695,82.17391304347827,76.92307692307693,Average
76.97,100,66.66666666666666,72.35,65.84,63.1578947368421,56.84210526315789,83.33333333333334,Average
77.36,0,71.42857142857143,58.71,61.36,73.33333333333333,66.0,62.5,Average
62.53,0,75.0,71.26,58.7,58.82352941176471,52.94117647058824,57.14285714285714,Average
67.43,0,75.0,69.0,70.33,93.75,84.375,61.53846153846154,Average
87.34,100,83.33333333333334,98.72,95.26,93.75,84.375,100.0,Good
55.13,0,14.285714285714285,42.9,37.21,33.33333333333333,29.999999999999996,28.57142857142857,Poor
96.95,100,100.0,99.4,83.53,91.66666666666666,82.5,92.85714285714286,Good
75.48,0,66.66666666666666,67.53,65.16,66.66666666666666,59.99999999999999,87.5,Average
90.45,100,75.0,93.64,99.16,87.5,78.75,100.0,Good
50.3,0,25.0,47.09,21.18,44.44444444444444,40.0,41.66666666666667,Poor
76.54,100,66.66666666666666,78.73,70.56,76.19047619047619,68.57142857142857,88.88888888888889,Good
44.72,0,33.33333333333333,40.65,49.37,25.0,22.5,25.0,Poor
43.33,0,20.0,24.91,21.2,6.666666666666667,6.0,33.33333333333333,Poor
85.54,100,100.0,90.3,93.23,89.47368421052632,80.52631578947368,90.0,Good
61.97,0,66.66666666666666,76.11,73.49,94.11764705882352,84.70588235294117,50.0,Average
49.42,0,33.33333333333333,49.17,49.35,10.526315789473683,9.473684210526315,28.57142857142857,Poor
48.97,0,33.33333333333333,40.94,37.52,31.57894736842105,28.421052631578945,23.076923076923077,Poor
84.26,0,66.66666666666666,68.65,64.74,81.81818181818183,73.63636363636364,81.81818181818183,Average
81.54,100,71.42857142857143,60.4,57.97,82.6086956521739,74.34782608695652,75.0,Average
75.48,0,60.0,55.2,55.23,62.5,56.25,84.61538461538461,Average
46.34,0,25.0,22.79,31.32,43.75,39.375,40.0,Poor
82.35,100,66.66666666666666,76.67,61.23,87.5,78.75,71.42857142857143,Good
55.94,0,20.0,41.45,47.85,43.47826086956522,39.130434782608695,16.666666666666664,Poor
95.61,100,100.0,86.39,77.33,95.83333333333334,86.25000000000001,92.85714285714286,Good
52.04,0,20.0,29.98,23.26,25.0,22.5,7.6923076923076925,Poor
90.08,100,85.71428571428571,90.33,86.12,100.0,90.0,100.0,Good
59.55,0,25.0,23.16,24.23,30.0,27.0,7.142857142857142,Poor
74.27,100,75.0,52.54,64.33,84.21052631578947,75.78947368421052,75.0,Average
60.78,100,75.0,52.74,55.09,86.95652173913044,78.26086956521739,63.63636363636363,Average
88.36,100,80.0,94.4,76.94,91.30434782608695,82.17391304347827,75.0,Good
88.56,100,80.0,91.56,99.04,95.65217391304348,86.08695652173914,90.9090909090909,Good
74.26,100,57.14285714285714,68.46,58.04,88.88888888888889,80.0,77.77777777777779,Average
94.29,100,85.71428571428571,81.32,98.62,100.0,90.0,80.0,Good
83.9,0,57.14285714285714,74.65,51.11,80.0,72.0,87.5,Average
50.0,0,25.0,34.24,39.35,30.434782608695656,27.39130434782609,22.22222222222222,Poor
86.15,100,100.0,92.65,83.81,86.36363636363636,77.72727272727272,75.0,Good
69.02,0,83.33333333333334,50.19,62.35,70.83333333333334,63.75000000000001,63.63636363636363,Average
96.26,100,100.0,80.04,78.0,95.83333333333334,86.25000000000001,91.66666666666666,Good
91.15,100,100.0,82.95,83.11,93.75,84.375,87.5,Good
45.86,0,14.285714285714285,40.92,21.52,5.263157894736842,4.7368421052631575,8.333333333333332,Poor
97.74,100,100.0,91.93,90.91,88.23529411764706,79.41176470588235,90.0,Good
51.42,0,25.0,21.09,48.58,31.57894736842105,28.421052631578945,10.0,Poor
43.61,0,33.33333333333333,23.06,41.87,27.27272727272727,24.545454545454543,21.428571428571427,Poor
99.56,100,80.0,98.3,97.46,88.23529411764706,79.41176470588235,90.9090909090909,Good
84.07,0,80.0,66.37,60.83,89.47368421052632,80.52631578947368,80.0,Average
80.81,100,60.0,59.38,69.04,70.58823529411765,63.52941176470589,66.66666666666666,Average
46.12,0,20.0,20.04,48.01,28.57142857142857,25.71428571428571,30.76923076923077,Poor
90.29,100,100.0,83.77,92.93,100.0,90.0,100.0,Good
51.33,0,25.0,22.94,43.72,20.0,18.0,33.33333333333333,Poor
71.7,100,50.0,65.72,62.86,88.23529411764706,79.41176470588235,81.81818181818183,Average
63.31,100,50.0,70.84,59.55,85.71428571428571,77.14285714285714,53.84615384615385,Average
84.29,0,60.0,77.7,64.91,93.33333333333333,84.0,81.81818181818183,Average
81.34,0,66.66666666666666,61.94,70.27,81.25,73.125,80.0,Average
55.52,0,25.0,26.47,32.13,29.411764705882355,26.47058823529412,40.0,Poor
60.24,0,60.0,65.17,65.15,82.6086956521739,74.34782608695652,84.61538461538461,Average
50.14,0,25.0,22.9,30.05,25.0,22.5,33.33333333333333,Poor
55.21,0,25.0,44.3,42.53,45.45454545454545,40.90909090909091,10.0,Poor
84.73,100,66.66666666666666,51.94,58.55,94.11764705882352,84.70588235294117,85.71428571428571,Average
43.64,0,14.285714285714285,22.41,30.85,43.75,39.375,25.0,Poor
45.33,0,25.0,33.08,23.3,39.130434782608695,35.21739130434783,25.0,Poor
67.46,100,71.42857142857143,64.88,74.68,66.66666666666666,59.99999999999999,69.23076923076923,Average
60.92,100,80.0,66.75,56.63,77.77777777777779,70.00000000000001,88.88888888888889,Average
97.44,100,80.0,81.24,77.25,100.0,90.0,87.5,Good
83.49,100,83.33333333333334,61.85,67.94,60.0,54.0,61.53846153846154,Average
53.97,0,20.0,37.54,24.4,42.857142857142854,38.57142857142857,9.090909090909092,Poor
99.17,100,80.0,95.41,96.65,94.73684210526315,85.26315789473684,100.0,Good
95.77,100,85.71428571428571,83.81,83.71,90.9090909090909,81.81818181818181,90.0,Good
54.65,0,20.0,26.0,20.42,20.0,18.0,38.46153846153847,Poor
48.76,0,20.0,37.89,30.98,25.0,22.5,8.333333333333332,Poor
49.22,0,25.0,36.22,33.51,19.047619047619047,17.142857142857142,15.384615384615385,Poor
98.77,100,100.0,91.31,80.65,80.0,72.0,77.77777777777779,Good
65.44,100,50.0,79.79,66.28,81.25,73.125,90.0,Average
72.0,100,50.0,74.46,58.98,61.904761904761905,55.714285714285715,88.88888888888889,Average
65.45,100,85.71428571428571,54.36,68.92,95.65217391304348,86.08695652173914,92.3076923076923,Good
70.2,100,50.0,76.36,69.59,60.86956521739131,54.78260869565218,90.0,Average
96.45,100,80.0,95.07,76.64,91.30434782608695,82.17391304347827,90.0,Good
69.47,0,50.0,68.43,63.21,95.65217391304348,86.08695652173914,75.0,Average
52.57,0,16.666666666666664,31.9,36.05,29.411764705882355,26.47058823529412,18.181818181818183,Poor
63.39,0,80.0,59.52,62.61,58.82352941176471,52.94117647058824,88.88888888888889,Average
86.22,100,80.0,92.0,75.83,87.5,78.75,100.0,Good
82.41,0,85.71428571428571,66.04,67.34,90.9090909090909,81.81818181818181,69.23076923076923,Average
43.13,0,28.57142857142857,32.7,49.47,35.0,31.5,33.33333333333333,Poor
99.85,100,100.0,98.73,79.9,90.9090909090909,81.81818181818181,100.0,Good
75.24,0,80.0,52.02,61.62,91.30434782608695,82.17391304347827,72.72727272727273,Average
98.28,100,80.0,82.06,82.81,85.0,76.5,90.0,Good
42.91,0,25.0,46.68,40.71,11.76470588235294,10.588235294117647,40.0,Poor
47.11,0,16.666666666666664,29.94,49.89,10.0,9.0,28.57142857142857,Poor
60.12,100,50.0,52.57,53.48,75.0,67.5,87.5,Average
44.81,0,33.33333333333333,34.38,48.03,43.75,39.375,7.142857142857142,Poor
77.36,100,80.0,70.45,62.64,85.71428571428571,77.14285714285714,53.84615384615385,Average
96.09,100,100.0,93.39,98.53,100.0,90.0,83.33333333333334,Good
87.78,100,83.33333333333334,88.2,95.96,91.66666666666666,82.5,87.5,Good
69.86,0,50.0,65.26,66.08,89.47368421052632,80.52631578947368,70.0,Average
89.43,100,100.0,93.88,98.8,95.45454545454545,85.9090909090909,81.81818181818183,Good
88.1,100,100.0,92.41,76.75,90.0,81.0,91.66666666666666,Good
45.03,0,25.0,42.02,47.64,10.0,9.0,16.666666666666664,Poor
83.57,0,75.0,71.14,71.49,55.55555555555556,50.0,69.23076923076923,Average
41.06,0,14.285714285714285,47.14,46.92,8.695652173913043,7.826086956521739,30.0,Poor
99.53,100,85.71428571428571,81.95,93.2,87.5,78.75,90.0,Good
57.36,0,28.57142857142857,41.98,38.45,21.73913043478261,19.565217391304348,20.0,Poor
43.18,0,14.285714285714285,43.84,26.88,5.0,4.5,10.0,Poor
55.53,0,25.0,23.49,45.15,16.666666666666664,14.999999999999998,36.36363636363637,Poor
41.5,0,16.666666666666664,20.56,31.75,12.5,11.25,12.5,Poor
49.9,0,33.33333333333333,31.04,42.04,17.647058823529413,15.882352941176473,10.0,Poor
62.72,100,50.0,66.92,73.77,85.0,76.5,60.0,Average
99.28,100,100.0,85.28,92.51,95.0,85.5,77.77777777777779,Good
49.16,0,28.57142857142857,39.19,33.67,45.0,40.5,41.66666666666667,Poor
66.56,0,80.0,67.25,53.72,88.23529411764706,79.41176470588235,63.63636363636363,Average
63.66,0,80.0,58.46,68.07,76.19047619047619,68.57142857142857,75.0,Average
87.99,100,100.0,88.01,76.08,90.0,81.0,87.5,Good
50.12,0,28.57142857142857,39.51,23.81,13.333333333333334,12.0,7.142857142857142,Poor
98.16,100,83.33333333333334,96.21,91.21,87.5,78.75,75.0,Good
96.6,100,80.0,85.62,87.68,95.0,85.5,90.0,Good
95.54,100,100.0,83.14,96.32,100.0,90.0,92.85714285714286,Good
99.3,100,100.0,91.36,99.97,100.0,90.0,87.5,Good
91.26,100,100.0,87.62,94.36,100.0,90.0,92.85714285714286,Good
54.69,0,14.285714285714285,23.02,24.22,33.33333333333333,29.999999999999996,38.46153846153847,Poor
98.21,100,100.0,85.9,94.35,100.0,90.0,88.88888888888889,Good
83.27,100,80.0,75.16,68.54,62.5,56.25,87.5,Good
71.99,100,57.14285714285714,67.97,54.51,86.66666666666667,78.0,75.0,Average
85.35,100,100.0,86.07,85.27,100.0,90.0,92.3076923076923,Good
63.17,100,80.0,79.6,56.59,78.26086956521739,70.43478260869566,60.0,Average
94.18,100,100.0,86.61,93.12,85.71428571428571,77.14285714285714,100.0,Good
96.7,100,100.0,96.83,89.16,100.0,90.0,90.9090909090909,Good
64.63,0,71.42857142857143,74.86,57.14,78.94736842105263,71.05263157894737,92.85714285714286,Average
86.17,100,100.0,87.09,93.57,95.65217391304348,86.08695652173914,92.85714285714286,Good
97.79,100,100.0,96.49,93.13,82.35294117647058,74.11764705882352,90.0,Good
43.34,0,14.285714285714285,23.83,25.25,33.33333333333333,29.999999999999996,41.66666666666667,Poor
86.85,100,75.0,83.52,90.78,95.83333333333334,86.25000000000001,100.0,Good
82.7,0,60.0,70.14,70.22,58.333333333333336,52.5,88.88888888888889,Average
65.75,0,50.0,68.82,71.22,60.0,54.0,91.66666666666666,Average
43.47,0,25.0,28.22,43.89,11.11111111111111,10.0,36.36363636363637,Poor
92.07,100,100.0,83.67,75.25,95.45454545454545,85.9090909090909,81.81818181818183,Good
57.22,0,20.0,43.65,41.46,45.0,40.5,7.142857142857142,Poor
75.25,0,80.0,50.23,51.26,82.35294117647058,74.11764705882352,61.53846153846154,Average
86.35,100,100.0,92.27,86.58,88.88888888888889,80.0,100.0,Good
81.36,0,80.0,78.25,65.95,75.0,67.5,62.5,Average
90.93,100,85.71428571428571,88.15,91.87,94.73684210526315,85.26315789473684,90.0,Good
66.55,0,75.0,67.36,55.94,70.0,63.0,76.92307692307693,Average
46.48,0,25.0,47.45,43.26,25.0,22.5,7.6923076923076925,Poor
86.57,100,100.0,82.97,91.99,90.47619047619048,81.42857142857143,100.0,Good
82.05,100,80.0,68.45,67.91,88.23529411764706,79.41176470588235,64.28571428571429,Good
64.22,0,50.0,67.36,61.57,65.0,58.5,58.333333333333336,Poor
97.13,100,100.0,84.22,84.26,100.0,90.0,85.71428571428571,Good
46.48,0,28.57142857142857,43.25,27.91,5.88235294117647,5.294117647058823,7.142857142857142,Poor
90.71,100,100.0,82.68,95.49,80.0,72.0,100.0,Good
81.98,100,66.66666666666666,63.99,74.11,86.95652173913044,78.26086956521739,60.0,Average
91.11,100,100.0,87.88,82.67,100.0,90.0,100.0,Good
94.75,100,75.0,92.02,95.33,100.0,90.0,87.5,Good
85.47,100,75.0,82.31,82.95,100.0,90.0,100.0,Good
45.24,0,33.33333333333333,34.06,22.33,26.666666666666668,24.0,9.090909090909092,Poor
47.33,0,14.285714285714285,24.47,40.98,17.647058823529413,15.882352941176473,33.33333333333333,Poor
41.62,0,33.33333333333333,25.43,21.35,5.88235294117647,5.294117647058823,12.5,Poor
54.17,0,16.666666666666664,33.61,45.54,45.0,40.5,37.5,Poor
55.21,0,16.666666666666664,41.83,38.66,8.333333333333332,7.499999999999999,37.5,Poor
99.51,100,100.0,98.66,83.36,82.35294117647058,74.11764705882352,77.77777777777779,Good
93.05,100,80.0,92.59,87.62,90.9090909090909,81.81818181818181,100.0,Good
71.9,100,50.0,59.89,51.55,80.0,72.0,77.77777777777779,Average
51.57,0,33.33333333333333,47.95,45.05,14.285714285714285,12.857142857142856,41.66666666666667,Poor
40.72,0,33.33333333333333,32.24,37.78,40.909090909090914,36.81818181818182,36.36363636363637,Poor
83.91,0,50.0,73.83,58.97,59.09090909090909,53.18181818181819,61.53846153846154,Average
82.78,0,80.0,78.35,70.11,88.88888888888889,80.0,70.0,Average
77.11,0,80.0,56.28,63.93,81.81818181818183,73.63636363636364,78.57142857142857,Average
44.05,0,14.285714285714285,37.56,42.54,37.5,33.75,33.33333333333333,Poor
41.27,0,33.33333333333333,46.07,46.06,20.0,18.0,12.5,Poor
67.07,0,57.14285714285714,64.52,59.36,68.75,61.875,60.0,Average
44.8,0,25.0,33.52,31.63,38.88888888888889,35.00000000000001,30.76923076923077,Poor
93.21,100,100.0,82.56,83.82,100.0,90.0,83.33333333333334,Good
95.67,100,75.0,89.85,80.01,82.35294117647058,74.11764705882352,83.33333333333334,Good
48.36,0,25.0,23.36,29.4,27.77777777777778,25.0,18.181818181818183,Poor
71.52,0,50.0,76.68,72.84,68.75,61.875,80.0,Average
79.08,100,66.66666666666666,76.16,74.32,86.95652173913044,78.26086956521739,70.0,Good
56.21,0,20.0,25.84,38.33,5.555555555555555,5.0,28.57142857142857,Poor
61.58,100,57.14285714285714,54.46,51.05,86.66666666666667,78.0,71.42857142857143,Average
61.32,0,60.0,71.8,57.62,81.81818181818183,73.63636363636364,66.66666666666666,Average
91.49,100,100.0,94.67,97.43,88.23529411764706,79.41176470588235,90.9090909090909,Good
70.55,0,50.0,76.38,67.52,60.0,54.0,87.5,Average
93.54,100,100.0,88.79,99.59,100.0,90.0,85.71428571428571,Good
58.31,0,28.57142857142857,22.47,46.45,33.33333333333333,29.999999999999996,12.5,Poor
85.57,100,85.71428571428571,97.54,77.69,85.0,76.5,100.0,Good
98.71,100,83.33333333333334,95.11,79.11,80.0,72.0,80.0,Good
55.16,0,14.285714285714285,36.82,43.06,20.0,18.0,11.11111111111111,Poor
61.11,0,66.66666666666666,79.71,70.48,66.66666666666666,59.99999999999999,81.81818181818183,Average
87.76,100,75.0,95.72,82.07,83.33333333333334,75.00000000000001,100.0,Good
77.54,0,80.0,51.56,52.48,78.26086956521739,70.43478260869566,75.0,Average
47.29,0,28.57142857142857,26.28,40.41,42.10526315789473,37.89473684210526,12.5,Poor
86.57,100,100.0,94.82,82.98,100.0,90.0,83.33333333333334,Good
87.81,100,100.0,99.89,86.06,100.0,90.0,75.0,Good
86.8,100,100.0,81.97,89.02,90.47619047619048,81.42857142857143,87.5,Good
77.1,100,50.0,74.85,56.93,57.14285714285714,51.42857142857142,81.81818181818183,Average
86.2,100,100.0,88.17,82.54,89.47368421052632,80.52631578947368,100.0,Good
87.33,100,100.0,99.0,96.5,100.0,90.0,100.0,Good
50.91,0,25.0,26.57,21.83,30.0,27.0,38.46153846153847,Poor
49.51,0,16.666666666666664,27.92,22.63,19.047619047619047,17.142857142857142,15.384615384615385,Poor
61.0,0,50.0,67.31,55.56,94.11764705882352,84.70588235294117,90.9090909090909,Average
85.21,100,100.0,81.64,91.72,90.9090909090909,81.81818181818181,85.71428571428571,Good
41.7,0,25.0,30.58,27.28,16.666666666666664,14.999999999999998,22.22222222222222,Poor
81.48,0,80.0,58.62,59.08,75.0,67.5,55.55555555555556,Average
68.47,100,57.14285714285714,59.68,69.94,73.68421052631578,66.3157894736842,54.54545454545454,Average
95.18,100,75.0,83.44,77.61,100.0,90.0,100.0,Good
89.47,100,100.0,88.17,99.99,100.0,90.0,80.0,Good
55.35,0,33.33333333333333,34.05,44.3,40.0,36.0,20.0,Poor
57.78,0,14.285714285714285,27.99,28.03,26.08695652173913,23.478260869565215,41.66666666666667,Poor
86.51,100,83.33333333333334,92.92,98.68,88.23529411764706,79.41176470588235,88.88888888888889,Good
87.53,100,75.0,82.1,83.07,83.33333333333334,75.00000000000001,83.33333333333334,Good
75.9,100,50.0,69.43,67.75,82.6086956521739,74.34782608695652,64.28571428571429,Average
85.88,100,83.33333333333334,93.25,91.22,87.5,78.75,90.9090909090909,Good
96.64,100,100.0,80.21,80.12,87.5,78.75,90.0,Good
53.92,0,25.0,47.65,36.1,10.0,9.0,21.428571428571427,Poor
76.35,0,50.0,67.07,59.36,61.111111111111114,55.00000000000001,78.57142857142857,Average
99.51,100,85.71428571428571,92.36,87.24,94.44444444444444,85.0,100.0,Good
88.16,100,100.0,80.57,79.27,86.66666666666667,78.0,75.0,Good
90.91,100,100.0,93.73,80.51,100.0,90.0,84.61538461538461,Good
85.02,100,100.0,98.81,93.76,86.95652173913044,78.26086956521739,81.81818181818183,Good
89.05,100,100.0,89.29,96.07,86.95652173913044,78.26086956521739,100.0,Good
48.84,0,25.0,24.29,29.87,17.391304347826086,15.652173913043478,15.384615384615385,Poor
96.27,100,85.71428571428571,92.0,94.92,100.0,90.0,88.88888888888889,Good
97.9,100,85.71428571428571,86.58,92.35,94.73684210526315,85.26315789473684,100.0,Good
87.05,100,85.71428571428571,99.39,82.13,89.47368421052632,80.52631578947368,100.0,Good
93.64,100,100.0,88.67,97.63,85.0,76.5,80.0,Good
82.05,0,83.33333333333334,61.91,74.77,80.0,72.0,76.92307692307693,Average
49.07,0,20.0,29.17,43.22,31.25,28.125,11.11111111111111,Poor
85.98,100,100.0,84.07,88.15,94.44444444444444,85.0,77.77777777777779,Good
79.25,0,71.42857142857143,62.16,65.69,77.77777777777779,70.00000000000001,72.72727272727273,Average
72.21,100,60.0,65.0,70.01,77.77777777777779,70.00000000000001,50.0,Average
41.42,0,20.0,26.98,30.29,40.0,36.0,38.46153846153847,Poor
44.58,0,20.0,29.4,47.07,5.555555555555555,5.0,27.27272727272727,Poor
68.28,100,75.0,56.63,61.39,66.66666666666666,59.99999999999999,70.0,Average
59.26,0,20.0,41.93,43.4,36.36363636363637,32.727272727272734,27.27272727272727,Poor
81.39,0,57.14285714285714,63.9,60.94,86.66666666666667,78.0,88.88888888888889,Average
84.85,100,83.33333333333334,64.71,59.05,88.23529411764706,79.41176470588235,62.5,Good
